city,title,rank,point,link,review_n,rank_review
Pittsburgh,Crepes Parisiennes,239,4.0,/biz/crepes-parisiennes-pittsburgh-2,221.0,100.0
Pittsburgh,Diners 2+1,180,4.7,/biz/diners-2-1-pittsburgh-2,174.0,122.0
Pittsburgh,Pasha Cafe & Lounge,219,4.4,/biz/pasha-cafe-and-lounge-pittsburgh-2,205.0,110.0
Pittsburgh,Sushi Kim 2,232,4.7,/biz/sushi-kim-2-pittsburgh,39.0,190.0
Pittsburgh,Spirits & Tales,170,3.4,/biz/spirits-and-tales-pittsburgh,114.0,154.0
Pittsburgh,Eighteen,179,4.1,/biz/eighteen-pittsburgh-2,9.0,230.0
Pleasanton,Albertos Cantina,229,2.4,/biz/albertos-cantina-pleasanton,703.0,35.0
Pleasanton,Jims Country Style Restaurant,155,4.0,/biz/jims-country-style-restaurant-pleasanton-3,651.0,41.0
Pleasanton,Coco Cabana,196,3.5,/biz/coco-cabana-dublin-6,987.0,22.0
Pleasanton,Burma Burma,21,4.3,/biz/burma-burma-dublin,1500.0,9.0
Pleasanton,Seoul Jung Korean BBQ,169,3.3,/biz/seoul-jung-korean-bbq-dublin,1500.0,11.0
Pleasanton,Chilis,235,2.4,/biz/chilis-pleasanton-14,400.0,89.0
Pleasanton,Local Poke,166,4.4,/biz/local-poke-pleasanton,434.0,87.0
Pleasanton,New York Pizza,182,3.5,/biz/new-york-pizza-pleasanton-6,468.0,75.0
Pleasanton,Experience Burma Restaurant and Bar,57,4.2,/biz/experience-burma-restaurant-and-bar-pleasanton,471.0,73.0
Pleasanton,King Wah,223,3.2,/biz/king-wah-pleasanton,281.0,120.0
Pleasanton,Nick The Greek,173,3.8,/biz/nick-the-greek-dublin,249.0,130.0
Pleasanton,Elevation LVK,199,4.1,/biz/elevation-lvk-livermore-2,236.0,134.0
Pleasanton,Dinos Pizza Kitchen,236,4.8,/biz/dinos-pizza-kitchen-livermore,99.0,184.0
Pleasanton,Annachi Kadai,197,3.2,/biz/annachi-kadai-pleasanton-2,105.0,179.0
Pleasanton,Teriyaki City Grill - Pleasanton,127,4.1,/biz/teriyaki-city-grill-pleasanton-pleasanton,63.0,200.0
Portland,Elephants Delicatessen,234,4.3,/biz/elephants-delicatessen-portland,843.0,35.0
Portland,Serratto,165,4.0,/biz/serratto-portland,719.0,37.0
Portland,Nuestra Cocina,204,4.3,/biz/nuestra-cocina-portland,622.0,45.0
Portland,Screen Door Eastside,8,4.4,/biz/screen-door-eastside-portland-3,8400.0,1.0
Portland,Urban Farmer,199,3.8,/biz/urban-farmer-portland,1100.0,27.0
Portland,Meat Cheese Bread,237,4.1,/biz/meat-cheese-bread-portland,426.0,73.0
Portland,Swine Moonshine & Whiskey Bar,202,4.0,/biz/swine-moonshine-and-whiskey-bar-portland-6,372.0,82.0
Portland,Master Kong,224,4.2,/biz/master-kong-portland,452.0,68.0
Portland,Murata Restaurant,46,4.4,/biz/murata-restaurant-portland,403.0,77.0
Portland,Portland Kettle,220,4.3,/biz/portland-kettle-portland,190.0,125.0
Portland,Hat Yai,160,4.2,/biz/hat-yai-portland-2,242.0,111.0
Portland,Beastro By Marshawn Lynch,184,3.7,/biz/beastro-by-marshawn-lynch-portland,155.0,144.0
Portland,Wu-Rons,231,4.6,/biz/wu-rons-portland-2,56.0,184.0
Portland,Fish-San,173,4.8,/biz/fish-san-portland,51.0,187.0
Portland,Pasture PDX,147,4.5,/biz/pasture-pdx-portland,33.0,201.0
Saint Paul,Sea Salt Eatery,236,4.0,/biz/sea-salt-eatery-minneapolis,808.0,6.0
Saint Paul,Hi-Lo Diner,152,4.0,/biz/hi-lo-diner-minneapolis,604.0,12.0
Saint Paul,Chimborazo,213,4.6,/biz/chimborazo-minneapolis,805.0,7.0
Saint Paul,Moscow On The Hill,14,4.3,/biz/moscow-on-the-hill-saint-paul-2,566.0,14.0
Saint Paul,J. Selbys,193,4.3,/biz/j-selbys-saint-paul-2,415.0,23.0
Saint Paul,Yarusso Bros Italian Restaurant,235,3.8,/biz/yarusso-bros-italian-restaurant-saint-paul,141.0,95.0
Saint Paul,Little Szechuan Hot Pot,180,3.6,/biz/little-szechuan-hot-pot-saint-paul-3,269.0,55.0
Saint Paul,New Fresh Wok,208,3.7,/biz/new-fresh-wok-falcon-heights,157.0,91.0
Saint Paul,Dark Horse Bar & Eatery,40,3.8,/biz/dark-horse-bar-and-eatery-st-paul-2,248.0,62.0
Saint Paul,Taste of Scandinavia Bakery & Cafe,226,4.0,/biz/taste-of-scandinavia-bakery-and-cafe-little-canada-2,79.0,135.0
Saint Paul,Olivers - Shoreview,178,4.5,/biz/oliver-s-shoreview-shoreview,115.0,108.0
Saint Paul,The Bungalow Club,201,4.3,/biz/the-bungalow-club-minneapolis,94.0,122.0
Saint Paul,Coffee Cup on Randolph,231,4.0,/biz/coffee-cup-on-randolph-saint-paul-2,58.0,150.0
Saint Paul,Dock & Paddle,173,3.4,/biz/dock-and-paddle-saint-paul,19.0,188.0
Saint Paul,Big Biscuit Bar,139,4.0,/biz/big-biscuit-bar-saint-paul,4.0,220.0
Salem,Super Pho,206,3.4,/biz/super-pho-salem-2,247.0,36.0
Salem,China Gourmet,115,4.3,/biz/china-gourmet-salem,234.0,43.0
Salem,Yan Yan Chinese Cuisine,154,4.2,/biz/yan-yan-chinese-cuisine-salem,229.0,45.0
Salem,Santiam Brewing,14,4.4,/biz/santiam-brewing-salem-2,281.0,26.0
Salem,In-N-Out Burger,153,3.7,/biz/in-n-out-burger-keizer-2,437.0,9.0
Salem,Johns Chinese Restaurant,232,3.8,/biz/johns-chinese-restaurant-keizer,139.0,83.0
Salem,Original Roadhouse Grill,164,2.7,/biz/original-roadhouse-grill-salem,186.0,56.0
Salem,Minas Cafe,190,4.2,/biz/minas-cafe-salem,137.0,84.0
Salem,Masonry Grill,42,3.3,/biz/masonry-grill-salem-3,146.0,77.0
Salem,Nancy Jos Burgers & Fries,234,3.5,/biz/nancy-jos-burgers-and-fries-salem-2,62.0,131.0
Salem,Big Wig Donuts,176,4.6,/biz/big-wig-donuts-salem-2,80.0,119.0
Salem,Tonys Taco Shop,208,4.1,/biz/tonys-taco-shop-salem-2,114.0,100.0
Salem,TokyRoll Sushi & Pok - Salem,239,4.0,/biz/tokyroll-sushi-and-pok%C3%A9-salem-salem,35.0,161.0
Salem,Oriental Sushi & Chinese,197,4.3,/biz/oriental-sushi-and-chinese-salem,49.0,145.0
Salem,G3 Pizza & Burgers,221,4.6,/biz/g3-pizza-and-burgers-aumsville,8.0,212.0
Salt Lake City,Stoneground Kitchen,236,3.8,/biz/stoneground-kitchen-salt-lake-city-2,611.0,38.0
Salt Lake City,Squatters Pub Brewery,116,3.8,/biz/squatters-pub-brewery-salt-lake-city-4,1300.0,12.0
Salt Lake City,Blue Iguana,177,3.4,/biz/blue-iguana-salt-lake-city-3,538.0,42.0
Salt Lake City,HSL,16,4.4,/biz/hsl-salt-lake-city,711.0,28.0
Salt Lake City,Penny Anns Cafe,173,4.2,/biz/penny-anns-cafe-salt-lake-city,1400.0,11.0
Salt Lake City,Monkeywrench,238,4.4,/biz/monkeywrench-salt-lake-city-3,281.0,82.0
Salt Lake City,Beaumont Bakery & Cafe,172,3.9,/biz/beaumont-bakery-and-cafe-salt-lake-city,389.0,64.0
Salt Lake City,Christophers Prime Tavern & Grill,204,3.5,/biz/christophers-prime-tavern-and-grill-salt-lake-city-3,336.0,73.0
Salt Lake City,Ivy & Varley,25,4.1,/biz/ivy-and-varley-salt-lake-city,304.0,78.0
Salt Lake City,Hook & Reel Cajun Seafood & Bar,230,4.1,/biz/hook-and-reel-cajun-seafood-and-bar-west-valley-city-2,135.0,131.0
Salt Lake City,Los Tapatios Taco Grill,182,4.4,/biz/los-tapatios-taco-grill-salt-lake-city,127.0,135.0
Salt Lake City,Sonoma Grill & Wine Bar,206,3.7,/biz/sonoma-grill-and-wine-bar-salt-lake-city,109.0,143.0
Salt Lake City,Copper Canyon Grill House And Tavern,226,2.5,/biz/copper-canyon-grill-house-and-tavern-salt-lake-city,88.0,150.0
Salt Lake City,Tacos Hidalgo,176,4.8,/biz/tacos-hidalgo-salt-lake-city,59.0,169.0
Salt Lake City,Street Tacos Don Joaquin -Salt Lake,208,4.1,/biz/street-tacos-don-joaquin-salt-lake-salt-lake-city,20.0,206.0
San Jose,Pacific Catch,217,3.9,/biz/pacific-catch-campbell-2,1900.0,26.0
San Jose,The Farmers Union,157,3.5,/biz/the-farmers-union-san-jose,1300.0,47.0
San Jose,Bun Bo Hue An Nam,188,4.0,/biz/bun-bo-hue-an-nam-san-jose,2100.0,21.0
San Jose,The Breakfast Club,30,3.9,/biz/the-breakfast-club-san-jose,3800.0,4.0
San Jose,ToBang,175,4.1,/biz/tobang-santa-clara-2,2500.0,16.0
San Jose,Mayas Cafe,238,4.3,/biz/mayas-cafe-san-jose-2,704.0,81.0
San Jose,Brew City Grill,199,4.4,/biz/brew-city-grill-campbell-3,601.0,96.0
San Jose,Chicken Meets Rice,212,4.3,/biz/chicken-meets-rice-santa-clara,1200.0,55.0
San Jose,Water Tower Kitchen,52,4.3,/biz/water-tower-kitchen-campbell,802.0,67.0
San Jose,Umi Hand Roll Bar,237,3.9,/biz/umi-hand-roll-bar-san-jose-2,276.0,134.0
San Jose,Slaters 50/50 - San Jose,164,3.5,/biz/slaters-50-50-san-jose-san-jose,245.0,141.0
San Jose,Uncle Johns Pancake House - The Alameda,213,4.4,/biz/uncle-johns-pancake-house-the-alameda-san-jose,477.0,104.0
San Jose,Thaibodia Bistro,221,4.5,/biz/thaibodia-bistro-san-jose,67.0,190.0
San Jose,Milk Belly Bakery,170,4.4,/biz/milk-belly-bakery-san-jose,90.0,182.0
San Jose,Nagoya Sushi,225,4.5,/biz/nagoya-sushi-san-jose,53.0,200.0
San Leandro,Scolaris,229,4.2,/biz/scolaris-alameda,1300.0,15.0
San Leandro,Frodo Joes Coffee & Tea,153,4.3,/biz/frodo-joes-coffee-and-tea-san-lorenzo,839.0,32.0
San Leandro,Zocalo Coffeehouse,170,4.1,/biz/zocalo-coffeehouse-san-leandro-2,1100.0,22.0
San Leandro,Fifth Wheel,30,4.1,/biz/fifth-wheel-san-leandro,788.0,34.0
San Leandro,Vientian Cafe,169,4.2,/biz/vientian-cafe-oakland-3,1200.0,20.0
San Leandro,Little Namking,234,3.8,/biz/little-namking-san-leandro-2,323.0,96.0
San Leandro,Pho An Hoa,161,3.7,/biz/pho-an-hoa-san-leandro,594.0,53.0
San Leandro,Minami Sushi,193,4.0,/biz/minami-sushi-san-leandro,631.0,49.0
San Leandro,Ramen101,52,3.9,/biz/ramen101-san-leandro,600.0,52.0
San Leandro,Fire Wings,232,3.4,/biz/fire-wings-hayward,245.0,125.0
San Leandro,Vons Chicken,196,4.1,/biz/vons-chicken-hayward,196.0,140.0
San Leandro,Chinese Bakery and Deli,210,3.8,/biz/chinese-bakery-and-deli-san-leandro,237.0,126.0
San Leandro,Great Wall Restaurant,235,3.3,/biz/great-wall-restaurant-san-leandro,173.0,149.0
San Leandro,Mochinut San Leandro,181,3.7,/biz/mochinut-san-leandro-san-leandro,85.0,176.0
San Leandro,Lao and Sushi Bistro,120,4.6,/biz/lao-and-sushi-bistro-alameda,27.0,205.0
San Mateo,"Kincaids Fish, Chop & Steakhouse",223,3.5,/biz/kincaids-fish-chop-and-steakhouse-burlingame,1300.0,29.0
San Mateo,Himawari,154,3.8,/biz/himawari-san-mateo-2,2300.0,9.0
San Mateo,Cuisinett Bistro & Market,170,4.3,/biz/cuisinett-bistro-and-market-san-carlos,930.0,46.0
San Mateo,Mokutanya,33,3.9,/biz/mokutanya-burlingame,2300.0,7.0
San Mateo,Gyu-Kaku Japanese BBQ,169,3.7,/biz/gyu-kaku-japanese-bbq-san-mateo,1100.0,37.0
San Mateo,Kaz Teriyaki Grill,213,3.9,/biz/kaz-teriyaki-grill-san-mateo,606.0,82.0
San Mateo,Vespucci Ristorante Italiano,159,4.3,/biz/vespucci-ristorante-italiano-san-mateo-3,625.0,78.0
San Mateo,Kemuri Japanese Bar,183,4.0,/biz/kemuri-japanese-bar%C3%BA-redwood-city-3,686.0,69.0
San Mateo,Mykonos Meze,31,4.6,/biz/mykonos-meze-burlingame,572.0,85.0
San Mateo,MidiCi Neapolitan Pizza - San Mateo,239,3.7,/biz/midici-neapolitan-pizza-san-mateo-san-mateo,392.0,121.0
San Mateo,Koja Kitchen,208,3.7,/biz/koja-kitchen-san-mateo-2,427.0,116.0
San Mateo,Centro Pizza,227,4.4,/biz/centro-pizza-burlingame,276.0,141.0
San Mateo,Silver Lake Seafood Restaurant,229,4.0,/biz/silver-lake-seafood-restaurant-san-mateo-2,261.0,146.0
San Mateo,SAJJ Mediterranean,186,4.2,/biz/sajj-mediterranean-san-mateo,213.0,153.0
San Mateo,Hing Lung - Temp. CLOSED,106,3.7,/biz/hing-lung-san-mateo-2,58.0,196.0
Santa Clara,Paesano Ristorante Italiano,225,4.1,/biz/paesano-ristorante-italiano-san-jose,1300.0,45.0
Santa Clara,Pizza Antica,172,3.8,/biz/pizza-antica-san-jose,3300.0,9.0
Santa Clara,Ozumo Santana Row,194,4.1,/biz/ozumo-santana-row-san-jose-2,1400.0,42.0
Santa Clara,ToBang,19,4.1,/biz/tobang-santa-clara-2,2500.0,12.0
Santa Clara,Bills Cafe,183,4.1,/biz/bills-cafe-san-jose-25,2300.0,17.0
Santa Clara,Sus Mongolian BBQ,231,3.8,/biz/sus-mongolian-bbq-santa-clara-2,689.0,86.0
Santa Clara,Demiya,181,4.0,/biz/demiya-san-jose,696.0,84.0
Santa Clara,China Stix Restaurant,217,3.4,/biz/china-stix-restaurant-santa-clara,787.0,68.0
Santa Clara,Sweet Maple,39,4.1,/biz/sweet-maple-cupertino,613.0,95.0
Santa Clara,Mastros Steakhouse,233,3.8,/biz/mastro-s-steakhouse-santa-clara,428.0,108.0
Santa Clara,Men-Bei Ramen,189,4.0,/biz/men-bei-ramen-santa-clara-2,515.0,101.0
Santa Clara,Indian Tadka,212,4.4,/biz/indian-tadka-sunnyvale,336.0,125.0
Santa Clara,Top Dumpling,215,4.1,/biz/top-dumpling-sunnyvale,117.0,181.0
Santa Clara,BN Chicken,160,4.0,/biz/bn-chicken-santa-clara-2,247.0,150.0
Santa Clara,Olioli Hawaiian BBQ,178,4.7,/biz/olioli-hawaiian-bbq-san-jose,46.0,207.0
Schaumburg,Portillos & Barnellis Schaumburg,217,3.8,/biz/portillos-and-barnellis-schaumburg-schaumburg,641.0,27.0
Schaumburg,Kura Revolving Sushi Bar,145,3.8,/biz/kura-revolving-sushi-bar-schaumburg,669.0,23.0
Schaumburg,Bahama Breeze,173,3.6,/biz/bahama-breeze-schaumburg-4,712.0,21.0
Schaumburg,Brazil Express Churrasco Grill,22,4.4,/biz/brazil-express-churrasco-grill-schaumburg-3,568.0,32.0
Schaumburg,Lou Malnatis Pizzeria,160,4.2,/biz/lou-malnatis-pizzeria-schaumburg-2,792.0,16.0
Schaumburg,Lalos Mexican Restaurant - Schaumburg,239,3.3,/biz/lalo-s-mexican-restaurant-schaumburg-schaumburg,247.0,92.0
Schaumburg,Dons Dock Seafood,189,4.2,/biz/dons-dock-seafood-des-plaines,373.0,58.0
Schaumburg,Millers Ale House,211,3.4,/biz/millers-ale-house-schaumburg-3,272.0,84.0
Schaumburg,Farmhouse On North,24,4.1,/biz/farmhouse-on-north-barrington,249.0,90.0
Schaumburg,Neoteca,234,4.1,/biz/neoteca-barrington,159.0,120.0
Schaumburg,The Capital Grille,200,4.1,/biz/the-capital-grille-schaumburg-2,144.0,125.0
Schaumburg,Francos Cucina Italian Bakery & Deli,221,4.4,/biz/francos-cucina-italian-bakery-and-deli-streamwood,179.0,112.0
Schaumburg,Tropical Time,215,3.8,/biz/tropical-time-northlake,78.0,154.0
Schaumburg,Rebel Kitchen + Bar,167,4.1,/biz/rebel-kitchen-bar-lombard,65.0,162.0
Schaumburg,India Foodie Lounge,165,4.4,/biz/india-foodie-lounge-palatine,5.0,232.0
Somerville,The Friendly Toast,225,4.3,/biz/the-friendly-toast-back-bay,2800.0,3.0
Somerville,Caf Luna,150,4.2,/biz/caf%C3%A9-luna-cambridge-3,1700.0,8.0
Somerville,Fuji at Assembly,204,4.2,/biz/fuji-at-assembly-somerville-3,646.0,38.0
Somerville,Posto,15,4.0,/biz/posto-somerville,1000.0,18.0
Somerville,The Smoke Shop BBQ - Kendall Square,190,3.9,/biz/the-smoke-shop-bbq-kendall-square-cambridge,688.0,34.0
Somerville,Desfina Restaurant,234,3.9,/biz/desfina-restaurant-cambridge,276.0,94.0
Somerville,Out of the Blue,185,4.0,/biz/out-of-the-blue-somerville,272.0,96.0
Somerville,Ariana Restaurant,200,4.4,/biz/ariana-restaurant-brighton,484.0,52.0
Somerville,The Abbey,54,3.7,/biz/the-abbey-cambridge,298.0,89.0
Somerville,Pepis Pizzeria,233,3.8,/biz/pepis-pizzeria-somerville,127.0,144.0
Somerville,Black Sheep Bagel Cafe,176,4.2,/biz/black-sheep-bagel-cafe-cambridge-2,241.0,106.0
Somerville,Flour Bakery + Cafe,205,4.2,/biz/flour-bakery-cafe-cambridge-2,254.0,100.0
Somerville,Parla XXI,230,3.6,/biz/parla-xxi-somerville,53.0,189.0
Somerville,Comfort Kitchen,172,4.6,/biz/comfort-kitchen-dorchester,59.0,183.0
Somerville,Deep Cuts,166,4.5,/biz/deep-cuts-medford,19.0,218.0
Sunnyvale,Ramen Nagi,229,4.4,/biz/ramen-nagi-santa-clara,2200.0,13.0
Sunnyvale,Eureka! - Mountain View,169,3.8,/biz/eureka-mountain-view-mountain-view-2,1300.0,34.0
Sunnyvale,Chaats And Currys,197,3.8,/biz/chaats-and-currys-sunnyvale-6,1100.0,46.0
Sunnyvale,Puesto Santa Clara,44,3.9,/biz/puesto-santa-clara-santa-clara-2,1700.0,20.0
Sunnyvale,Inchins Bamboo Garden,193,2.8,/biz/inchins-bamboo-garden-sunnyvale-3,1200.0,40.0
Sunnyvale,Urfa Bistro,236,4.4,/biz/urfa-bistro-los-altos,437.0,96.0
Sunnyvale,Kumako Ramen Den,160,4.6,/biz/kumako-ramen-den-san-jose-3,541.0,85.0
Sunnyvale,Flemings Prime Steakhouse & Wine Bar,200,4.3,/biz/fleming-s-prime-steakhouse-and-wine-bar-santa-clara-5,963.0,53.0
Sunnyvale,Hanabusa Caf,39,3.6,/biz/hanabusa-caf%C3%A9-sunnyvale,629.0,77.0
Sunnyvale,Ajito,233,4.0,/biz/ajito-cupertino,347.0,110.0
Sunnyvale,Danawa,172,3.9,/biz/danawa-santa-clara-2,281.0,132.0
Sunnyvale,Indian Tadka,205,4.4,/biz/indian-tadka-sunnyvale,336.0,114.0
Sunnyvale,Sizzling Lunch,228,4.4,/biz/sizzling-lunch-mountain-view,114.0,172.0
Sunnyvale,Egglicious India,189,4.7,/biz/egglicious-india-san-jose,101.0,176.0
Sunnyvale,SV Cocina and Pupuseria,158,4.5,/biz/sv-cocina-and-pupuseria-sunnyvale,34.0,205.0
Torrance,Tonys On the Pier,230,3.4,/biz/tonys-on-the-pier-redondo-beach,1300.0,44.0
Torrance,CoCo Ichibanya,154,3.9,/biz/coco-ichibanya-torrance,1600.0,27.0
Torrance,BJs Restaurant & Brewhouse,189,2.8,/biz/bjs-restaurant-and-brewhouse-torrance,1500.0,33.0
Torrance,The San Franciscan,29,3.9,/biz/the-san-franciscan-torrance,1200.0,47.0
Torrance,Jus Poke,188,4.6,/biz/jus-poke-redondo-beach,2200.0,13.0
Torrance,the Hook & Plow Hermosa,235,4.1,/biz/the-hook-and-plow-hermosa-hermosa-beach,697.0,81.0
Torrance,marsel,175,4.1,/biz/marsel-rancho-palos-verdes,723.0,78.0
Torrance,Darrows New Orleans Grill,203,4.4,/biz/darrows-new-orleans-grill-carson,1200.0,49.0
Torrance,Sea Level Restaurant & Lounge,36,4.2,/biz/sea-level-restaurant-and-lounge-redondo-beach-2,827.0,74.0
Torrance,Mama Ds Hermosa Beach,234,4.6,/biz/mama-ds-hermosa-beach-hermosa-beach,379.0,120.0
Torrance,La Bella Napoli,198,4.4,/biz/la-bella-napoli-torrance-2,410.0,116.0
Torrance,Panelas Brazil Cuisine,211,4.5,/biz/panelas-brazil-cuisine-redondo-beach,390.0,118.0
Torrance,Kurisaki,232,4.4,/biz/kurisaki-redondo-beach,212.0,155.0
Torrance,The Rex Seaside Steakhouse,177,3.9,/biz/the-rex-seaside-steakhouse-redondo-beach,206.0,157.0
Torrance,Babas Deli Subs,69,4.9,/biz/babas-deli-subs-torrance,73.0,196.0
Tucson,Blue Willow Restaurant & Gift Shop,225,4.0,/biz/blue-willow-restaurant-and-gift-shop-tucson-2,764.0,23.0
Tucson,Smokey Mo,139,4.5,/biz/smokey-mo-tucson,603.0,37.0
Tucson,Agustin Kitchen,159,3.4,/biz/agustin-kitchen-tucson-3,606.0,36.0
Tucson,5 Points Market & Restaurant,31,4.3,/biz/5-points-market-and-restaurant-tucson,662.0,31.0
Tucson,Kingfisher Bar & Grill,154,3.8,/biz/kingfisher-bar-and-grill-tucson-2,594.0,41.0
Tucson,47 Scott - Temp. CLOSED,236,4.1,/biz/47-scott-tucson,460.0,68.0
Tucson,Vero Amore - Swan,181,3.9,/biz/vero-amore-swan-tucson-2,527.0,56.0
Tucson,Ds Island Grill JA,203,4.5,/biz/ds-island-grill-ja-tucson-2,281.0,95.0
Tucson,Feast,27,4.1,/biz/feast-tucson-2,530.0,54.0
Tucson,BBQ Rush Restaurant,233,3.9,/biz/bbq-rush-restaurant-tucson-2,153.0,136.0
Tucson,Zio Peppe,162,4.1,/biz/zio-peppe-tucson,188.0,126.0
Tucson,Caravan Grill,205,4.4,/biz/caravan-grill-tucson-2,140.0,141.0
Tucson,Raising Canes Chicken Fingers,229,3.3,/biz/raising-cane-s-chicken-fingers-tucson-2,53.0,184.0
Tucson,Two Hands Corn Dogs,161,3.5,/biz/two-hands-corn-dogs-tucson,59.0,178.0
Tucson,La Yaquesita Mexican Cuisine,41,4.8,/biz/la-yaquesita-mexican-cuisine-no-title,37.0,197.0
Walnut Creek,Esin Restaurant & Bar,225,4.3,/biz/esin-restaurant-and-bar-danville,1200.0,43.0
Walnut Creek,Jacks Restaurant & Bar,125,3.9,/biz/jacks-restaurant-and-bar-pleasant-hill,2100.0,8.0
Walnut Creek,Ohgane,176,4.1,/biz/ohgane-concord-2,1600.0,16.0
Walnut Creek,Rooftop,16,3.6,/biz/rooftop-walnut-creek,1700.0,14.0
Walnut Creek,San Francisco Creamery,171,3.9,/biz/san-francisco-creamery-walnut-creek,1300.0,31.0
Walnut Creek,Wild Ginger,223,4.3,/biz/wild-ginger-alameda,630.0,84.0
Walnut Creek,Sargam Indian Cuisine,188,3.9,/biz/sargam-indian-cuisine-walnut-creek,676.0,79.0
Walnut Creek,Kinders Meats Deli BBQ,215,3.8,/biz/kinders-meats-deli-bbq-walnut-creek-3,596.0,90.0
Walnut Creek,Galpao Gaucho Brazilian Steakhouse,28,4.6,/biz/galpao-gaucho-brazilian-steakhouse-walnut-creek,908.0,61.0
Walnut Creek,Stix Eatery,229,4.2,/biz/stix-eatery-concord,454.0,111.0
Walnut Creek,Peony Garden,172,3.7,/biz/peony-garden-walnut-creek,386.0,127.0
Walnut Creek,Oke Poke,194,4.4,/biz/oke-poke-walnut-creek-2,414.0,122.0
Walnut Creek,Bardo Lounge & Supper Club,239,4.3,/biz/bardo-lounge-and-supper-club-oakland,213.0,153.0
Walnut Creek,Mamas Lumpia,177,3.9,/biz/mamas-lumpia-pacheco,145.0,177.0
Walnut Creek,Lous Chicken Shop,129,4.6,/biz/lous-chicken-shop-moraga-3,60.0,207.0
"Washington, DC",Agora DC,230,4.0,/biz/agora-dc-washington-8,1500.0,31.0
"Washington, DC",Toki Underground,103,4.1,/biz/toki-underground-washington,2500.0,13.0
"Washington, DC",Keren Restaurant,164,4.6,/biz/keren-restaurant-washington,1200.0,40.0
"Washington, DC",il Canale,11,4.3,/biz/il-canale-washington-2,4400.0,6.0
"Washington, DC",Filomena Ristorante,159,4.2,/biz/filomena-ristorante-washington,3300.0,10.0
"Washington, DC",Lavagna,239,4.0,/biz/lavagna-washington,755.0,73.0
"Washington, DC",Lupo Verde,187,3.8,/biz/lupo-verde-washington,905.0,57.0
"Washington, DC",Pearl Dive Oyster Palace,221,4.2,/biz/pearl-dive-oyster-palace-washington,1000.0,50.0
"Washington, DC",Rumis Kitchen,24,4.5,/biz/rumi-s-kitchen-washington,545.0,89.0
"Washington, DC",Mercy Me,234,3.8,/biz/mercy-me-washington-2,325.0,125.0
"Washington, DC",Little Cocos,150,4.3,/biz/little-cocos-washington,296.0,131.0
"Washington, DC",Off The Record,188,4.1,/biz/off-the-record-washington,363.0,114.0
"Washington, DC",Duck Duck Goose,225,4.1,/biz/duck-duck-goose-washington-2,135.0,176.0
"Washington, DC",Prost,194,4.2,/biz/prost-washington-2,131.0,180.0
"Washington, DC",Busboys and Poets - Bookstore,154,4.5,/biz/busboys-and-poets-bookstore-washington,8.0,237.0
